country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,X
USA,PG-13,16000000,2009,787,4.8,2.35,0,2547
USA,PG-13,16000000,2012,13000,7.8,1.85,71000,2548
USA,R,16000000,2006,4000,5.9,1.85,0,2549
USA,PG-13,18500000,2016,118,5.4,2.35,0,2550
USA,PG,16000000,2002,521,3.3,1.85,1000,2551
Spain,R,13500000,2006,269,8.2,1.85,27000,2552
USA,,,,921,6.6,16,0,2553
USA,PG,35000000,2001,1000,5.4,1.85,393,2554
USA,R,16000000,2001,881,6.4,1.85,1000,2555
USA,PG-13,16000000,2011,1000,4.8,2.35,0,2556
USA,PG-13,17700000,2001,593,5.9,1.85,0,2557
USA,R,15000000,1991,67,5.5,1.85,0,2558
UK,R,8000000,2007,115,7.9,2.35,17000,2559
USA,PG-13,16500000,2008,680,4.9,1.85,0,2560
Spain,PG-13,15500000,2008,581,7.2,1.85,14000,2561
Sweden,,25000000,2007,690,6.6,2.35,0,2562
USA,R,20000000,2016,1000,6.7,,18000,2563
USA,PG-13,16000000,2000,240,5.3,1.85,487,2564
USA,PG-13,16000000,2002,787,7.2,1.85,0,2565
USA,R,16000000,2009,396,5.1,1.85,6000,2566
USA,PG-13,16000000,2000,2000,5.6,1.85,492,2567
USA,PG,16000000,1987,410,7.6,1.85,0,2568
USA,PG-13,16000000,2014,1000,3.1,2.35,31000,2569
USA,PG-13,16000000,2010,541,7.2,1.85,24000,2570
USA,PG-13,16000000,2003,326,5.7,1.85,371,2571
USA,PG-13,20000000,1988,3000,5.2,1.85,818,2572
USA,PG-13,26000000,1993,15000,7.7,1.85,0,2573
Germany,R,16000000,1999,380,7,2.35,0,2574
USA,PG-13,,2004,584,3.6,1.85,177,2575
USA,PG,16000000,1979,416,4.9,2.35,392,2576
USA,R,15000000,2000,403,6,1.85,573,2577
USA,PG-13,16000000,2002,650,6.6,1.85,762,2578
USA,R,15000000,1999,852,6.8,2.35,0,2579
UK,R,16000000,1986,309,7.2,1.85,0,2580
USA,R,16000000,2007,418,7.2,2.35,0,2581
USA,PG-13,16000000,1997,489,2.8,1.85,0,2582
USA,R,16000000,2013,316,6.6,2.35,0,2583
UK,PG-13,16000000,2005,708,6.7,1.66,356,2584
UK,R,20000000,2013,1000,7,2.35,23000,2585
USA,R,16000000,2004,881,4.4,1.85,0,2586
France,,11000000,2008,55,7.1,2.35,3000,2587
UK,R,15000000,2008,304,6.2,2.35,921,2588
France,Not Rated,13000000,2009,289,7.3,2.35,23000,2589
USA,PG-13,16000000,2012,945,5.1,1.78,0,2590
USA,G,16000000,2009,884,8.1,1.85,115000,2591
France,R,16000000,2013,170,6.7,2.35,0,2592
USA,R,16000000,2014,596,6.6,2.35,0,2593
USA,PG-13,15600000,2002,578,4.5,1.85,939,2594
Norway,TV-MA,34000000,,57,8.1,16,16000,2595
Canada,R,,2002,150,6.6,1.66,824,2596
USA,PG,,2001,626,6.5,2.35,282,2597
USA,R,15500000,2005,1000,5.9,1.85,191,2598
France,R,15300000,2001,46,6.6,2.35,0,2599
Canada,R,15500000,2006,298,6.5,1.85,0,2600
USA,R,14000000,1984,605,7.3,1.85,0,2601
USA,PG,18000000,1990,1000,7.5,1.85,20000,2602
USA,PG,11000000,1987,875,5.9,1.85,3000,2603
USA,PG,22000000,1982,521,7.4,2.35,0,2604
USA,PG,15000000,1986,1000,6.9,1.33,19000,2605
Taiwan,PG-13,15000000,2000,21,7.9,2.35,0,2606
USA,R,15000000,1999,828,8.4,2.35,22000,2607
UK,R,15000000,2010,1000,8,1.85,64000,2608
USA,PG,15000000,1988,384,6,1.85,0,2609
USA,TV-14,,,292,7.3,16,0,2610
USA,PG-13,15500000,2008,13000,6.8,2.35,1000,2611
USA,PG-13,15000000,1985,581,7.8,1.85,6000,2612
South Korea,R,,2009,80,5.7,2.35,558,2613
USA,PG-13,100000000,2016,744,6.1,2.35,0,2614
UK,PG-13,14000000,2014,393,8.1,2.35,165000,2615
USA,R,10000000,1980,745,6.1,1.85,855,2616
USA,PG,,1980,816,7.5,1.85,0,2617
USA,PG,15000000,2010,975,6.2,1.85,0,2618
Canada,PG-13,20000000,2013,340,6.2,1.85,57000,2619
USA,R,300000,1978,742,7.9,2.35,12000,2620
USA,R,15000000,1983,695,7.4,1.85,0,2621
USA,R,15000000,2013,38,6.6,1.85,26000,2622
UK,PG-13,9800000,2006,48,7.3,1.85,0,2623
USA,PG,15000000,1988,692,7.5,1.85,15000,2624
USA,PG-13,15000000,2007,721,5.6,1.85,1000,2625
USA,PG,15000000,1994,4000,7.3,1.85,0,2626
UK,PG-13,17000000,2012,326,6.4,2.35,29000,2627
USA,PG-13,15000000,2006,431,5,2.35,0,2628
USA,PG,15000000,2002,927,5.4,1.85,896,2629
UK,R,15000000,1978,11000,8.2,2.35,11000,2630
USA,R,15000000,1997,4000,7.1,1.85,12000,2631
USA,PG,17000000,2003,738,5.3,2.35,0,2632
USA,PG-13,15000000,2013,1000,6.5,2.35,12000,2633
USA,PG-13,15000000,2015,658,6.2,2.35,27000,2634
USA,R,15000000,1998,4000,6.4,1.85,0,2635
USA,R,,1993,22,7.2,1.85,0,2636
USA,R,10000000,1997,13000,6.9,1.85,2000,2637
USA,R,16000000,2001,983,5.7,1.85,0,2638
USA,R,7000000,2012,10000,7.7,1.85,38000,2639
USA,PG-13,37000000,2015,14000,5.4,1.85,11000,2640
USA,PG-13,15000000,2000,1000,5.6,1.85,0,2641
UK,PG-13,15000000,2014,876,7.7,2.35,90000,2642
USA,PG-13,16000000,2003,807,5.1,2.35,0,2643
USA,PG-13,15000000,2000,1000,6.8,1.85,0,2644
UK,PG,15000000,1962,202,8.4,2.2,11000,2645
USA,R,15000000,2009,764,4.9,1.85,3000,2646
USA,R,15000000,2014,820,7.1,2.35,38000,2647
USA,R,15000000,2009,878,6.6,1.85,0,2648
USA,PG-13,15000000,2005,650,6.1,1.85,0,2649
USA,R,15000000,2002,864,4.1,2.35,0,2650
USA,PG-13,125000000,2010,1000,5.8,2.35,15000,2651
USA,PG,16000000,1987,636,8.1,1.85,33000,2652
USA,PG-13,15000000,2007,2000,7.6,2.35,0,2653
USA,R,15000000,2011,745,7.8,2.35,81000,2654
Germany,PG,15000000,2004,636,4.6,1.85,810,2655
USA,R,15000000,1998,511,6,1.85,849,2656
UK,R,15000000,2007,1000,7,1.85,0,2657
USA,PG,15000000,2014,110,6.7,1.85,0,2658
USA,PG,14000000,2005,807,6.4,1.85,1000,2659
USA,PG-13,15000000,2000,886,7.2,1.85,0,2660
USA,R,15000000,1997,822,7.4,1.85,0,2661
USA,PG-13,15000000,2009,982,4.8,1.85,0,2662
USA,R,15000000,2000,184,4,1.85,949,2663
USA,R,15000000,1996,328,6.2,1.85,6000,2664
UK,R,15000000,2005,567,7.7,1.85,0,2665
USA,G,15000000,2010,316,6.7,2.35,0,2666
UK,PG,11500000,1993,310,7.9,2.35,0,2667
USA,R,15000000,1997,360,7.9,2.35,0,2668
USA,R,15000000,1993,605,5.5,1.85,466,2669
USA,PG,15000000,2006,786,6.2,2.35,1000,2670
USA,R,15000000,2007,557,5.1,2.35,0,2671
USA,R,14000000,2000,786,4.1,2.35,243,2672
USA,PG,15000000,2002,874,6.7,2.35,0,2673
USA,PG-13,20000000,2006,239,4.7,1.85,0,2674
USA,R,15000000,2016,622,6.4,2.35,0,2675
Official site,PG-13,15000000,2010,646,6.3,2.35,0,2676
Australia,R,15000000,1998,982,5.5,1.85,673,2677
USA,R,15000000,2012,748,7.3,2.35,47000,2678
USA,R,15000000,2014,614,6.3,2.35,0,2679
Canada,R,15000000,1999,308,4.9,2.35,327,2680
USA,R,15000000,2008,602,7.6,1.85,16000,2681
USA,R,15000000,1984,654,6,2.35,0,2682
USA,R,15000000,2012,820,6.2,2.35,20000,2683
UK,R,15000000,2014,164,6.8,2.35,13000,2684
USA,R,15000000,2001,503,4.5,1.85,0,2685
USA,G,15000000,2008,173,5.7,1.85,175,2686
USA,G,,2007,67,8.4,1.78,116,2687
USA,R,15000000,2000,786,4.6,2.35,356,2688
USA,R,15000000,2006,585,6.2,2.35,489,2689
USA,PG-13,15000000,2011,5000,7,2.35,49000,2690
USA,PG-13,15000000,2009,787,6.9,2.35,10000,2691
USA,R,,2001,442,6.1,2.35,566,2692
USA,R,15000000,2003,324,6.7,2.35,622,2693
USA,PG-13,15000000,1999,821,5.6,1.37,251,2694
USA,PG-13,20000000,2004,66,6.6,2.35,1000,2695
USA,PG,15000000,1989,860,6.4,1.85,877,2696
Canada,G,15000000,1998,417,2.8,1.85,436,2697
USA,R,15000000,2012,561,5.4,2.35,29000,2698
USA,PG-13,15000000,1998,660,5,1.85,247,2699
USA,PG-13,15000000,2000,841,5.1,1.85,648,2700
UK,R,15000000,1985,5000,8,1.85,16000,2701
USA,PG,15000000,2004,872,5.9,2.35,1000,2702
Canada,TV-14,,,319,7.5,,576,2703
USA,R,15000000,1998,12000,8.2,1.85,35000,2704
USA,R,15000000,2006,788,7,2.35,0,2705
USA,R,15000000,2002,463,6.6,2.35,455,2706
USA,R,16000000,2007,883,6.7,2.35,923,2707
USA,PG-13,15000000,2000,897,5.5,1.85,816,2708
USA,R,20000000,2002,852,4.9,1.85,1000,2709
UK,PG,15000000,2002,1000,6.9,2.35,0,2710
USA,Unrated,,1998,393,7.4,1.33,515,2711
USA,PG,15000000,2006,625,5.6,1.85,647,2712
UK,R,15000000,2008,49,8,2.35,32000,2713
USA,PG-13,15000000,2013,539,5.3,2.35,0,2714
USA,PG-13,15000000,2008,14000,6.2,1.85,0,2715
USA,PG-13,15000000,2009,971,5.3,1.85,0,2716
USA,R,15000000,2012,826,6.6,1.85,10000,2717
USA,PG-13,15000000,2009,658,7.2,1.85,10000,2718
USA,PG-13,15000000,2000,397,4.6,1.85,157,2719
France,R,15000000,2005,324,7.5,2.35,0,2720
France,PG-13,15000000,1999,1000,6.5,1.85,0,2721
USA,R,15000000,2005,1000,7.6,2.35,0,2722
USA,R,20000000,1999,729,6.2,1.85,0,2723
France,R,15000000,2001,889,8,1.85,16000,2724
USA,PG-13,,2007,400,5.5,2.35,0,2725
USA,R,22000000,2010,6000,6.3,1.85,0,2726
UK,R,15000000,2010,882,7.2,2.35,33000,2727
USA,,,,555,7.9,1.78,733,2728
Spain,R,15000000,2008,278,6.7,2.35,0,2729
USA,R,15000000,1986,324,5.3,2.35,843,2730
USA,PG-13,15000000,1999,664,6.3,2.35,391,2731
USA,R,15000000,2007,294,6.5,1.85,0,2732
Cambodia,,,2014,134,5.6,2.35,708,2733
Canada,PG-13,,1999,203,7,2.35,284,2734
Germany,Not Rated,6000000,1927,23,8.3,1.33,12000,2735
France,R,12000000,2004,297,7.2,2.35,0,2736
USA,R,7000000,1995,970,6.8,1.85,0,2737
Taiwan,Not Rated,15000000,2015,103,6.4,1.37,0,2738
UK,R,15000000,2001,826,6.9,2.35,664,2739
Russia,Unrated,,2003,13,8,1.85,0,2740
Thailand,R,300000000,2008,45,6.2,2.35,0,2741
UK,R,,2010,794,6.4,2.35,0,2742
Canada,R,9000000,1996,476,5.6,2.35,154,2743
USA,R,15000000,2008,1000,6.1,2.35,0,2744
South Africa,R,15000000,2011,248,6,,705,2745
USA,R,15000000,2011,14000,5.1,2.35,0,2746
Germany,PG-13,25000000,2001,595,4.5,2.35,193,2747
USA,R,15000000,2007,165,5.9,1.85,445,2748
Slovakia,R,,2008,627,6,2.35,0,2749
South Africa,Not Rated,20000000,2013,12000,5.8,,0,2750
Bulgaria,R,7000000,2014,889,6.1,2.35,13000,2751
Germany,Not Rated,15000000,2005,55,4.9,1.78,473,2752
Italy,,15000000,2015,57,5.7,,18,2753
Hong Kong,R,15000000,2009,353,7.1,2.35,821,2754
UK,PG-13,15000000,2000,452,6.6,,277,2755
USA,PG,14600000,1993,571,8.1,1.85,38000,2756
USA,R,14800000,2015,17000,5.7,2.35,41000,2757
USA,PG-13,14500000,1996,1000,6.8,2.35,10000,2758
France,PG-13,10000000,2010,767,7.5,2.35,0,2759
USA,R,14500000,2014,220,6.2,,998,2760
USA,R,14400000,1992,11000,8.3,2.35,10000,2761
Denmark,Not Rated,14200000,2005,769,7.4,2.35,1000,2762
UK,R,15000000,2008,56,8,2.35,13000,2763
USA,R,14000000,1987,276,6.9,1.85,3000,2764
USA,R,14000000,1990,995,6.9,1.85,11000,2765
Canada,,,,179,9.5,1.33,0,2766
Australia,PG,15800000,1988,162,5.5,2.35,489,2767
USA,R,15000000,2015,355,5.7,2.35,0,2768
USA,R,14000000,1989,854,7.2,2.35,4000,2769
USA,PG,15000000,1993,730,6.9,1.85,0,2770
USA,R,15000000,2009,960,5.5,1.85,0,2771
USA,PG-13,14000000,2012,459,5.9,2.35,17000,2772
USA,R,14000000,1982,954,7.7,2.35,0,2773
USA,PG-13,14000000,2007,826,5.2,2.35,0,2774
UK,PG,14000000,1977,244,7.1,2.35,0,2775
USA,,,,130,6.6,,373,2776
USA,R,14000000,1998,912,5.5,2.35,0,2777
USA,R,14000000,1988,17000,7.7,1.85,0,2778
USA,PG-13,,2012,597,5.4,2.35,0,2779
USA,PG,14000000,1991,172,6.7,1.85,0,2780
USA,PG-13,14000000,1999,670,5,1.85,2000,2781
UK,PG-13,13000000,2011,1000,6.4,2.35,18000,2782
USA,G,14000000,2002,12,6.6,1.85,184,2783
USA,R,14000000,1993,556,5.9,1.85,0,2784
USA,R,14000000,2002,266,5.7,2.35,530,2785
USA,R,20000000,1995,422,4.5,1.85,1000,2786
USA,R,14000000,1977,726,3.7,1.85,889,2787
UK,PG-13,14000000,2005,613,5,2.35,0,2788
USA,PG-13,14000000,2003,779,4.6,1.85,411,2789
USA,R,14000000,2009,14000,6.5,2.35,4000,2790
USA,PG-13,14000000,2010,849,4.9,2.35,1000,2791
USA,R,14000000,1998,2000,6,1.85,645,2792
Italy,PG,12000000,1999,330,6.9,1.85,970,2793
USA,R,8500000,1996,855,5.7,1.85,0,2794
USA,PG,14000000,1977,740,6.7,1.66,932,2795
USA,PG-13,14000000,1994,848,6.9,1.85,905,2796
USA,R,,2007,490,5.5,1.85,488,2797
USA,R,11000000,2001,935,4.4,1.85,0,2798
USA,PG,15000000,2002,927,5.4,1.85,896,2799
USA,R,14000000,2006,593,7,2.35,0,2800
USA,PG-13,14000000,2001,834,5.4,2.35,613,2801
USA,PG-13,14000000,2012,925,5.4,2.35,0,2802
France,PG-13,,2007,412,8,1.85,13000,2803
USA,R,26000000,2006,617,7.6,2.35,5000,2804
USA,R,24000000,2000,215,5.9,2.35,853,2805
USA,R,14000000,1999,233,6.6,1.85,860,2806
France,PG-13,14000000,2006,113,6.7,2.35,447,2807
USA,PG-13,14000000,2001,102,3.9,1.85,231,2808
France,PG-13,14000000,1995,15,5.7,1.85,127,2809
UK,PG-13,,2008,1000,6.7,2.35,2000,2810
Iran,PG,14000000,1978,469,6.5,2.35,76,2811
UK,R,8200000,2014,44,6.8,2.35,0,2812
France,PG,,2009,74,6.3,2.35,512,2813
France,Unrated,103000000,2002,326,7.3,1.85,0,2814
China,R,12000000,2010,32,6.9,2.35,1000,2815
USA,R,15000000,2008,329,7,1.85,702,2816
USA,R,14000000,2011,1000,6.5,1.85,0,2817
Canada,R,,2009,521,3.6,1.85,934,2818
USA,PG,14000000,2010,872,7.7,1.85,14000,2819
USA,R,14000000,2005,13000,7.7,1.85,13000,2820
USA,PG-13,125000000,2014,809,5.9,2.35,62000,2821
USA,PG-13,12000000,1995,281,6.8,1.85,0,2822
USA,PG-13,13500000,2002,258,7.4,1.85,0,2823
USA,R,14000000,2015,837,5.1,1.85,0,2824
Poland,TV-MA,,,3,9.1,1.33,0,2825
UK,R,13500000,2000,230,7.4,1.85,0,2826
UK,R,15000000,2012,906,7.2,2.35,52000,2827
USA,R,,2001,508,6,1.85,329,2828
Poland,,,,2,7.4,,64,2829
Germany,R,13500000,2004,653,8.3,1.85,14000,2830
Spain,PG-13,10000000,2004,114,8.1,2.35,0,2831
UK,R,,2013,50,6.3,1.85,29000,2832
USA,R,13000000,1987,263,7.3,1.85,0,2833
South Korea,PG-13,13400000,2010,391,3.6,1.78,502,2834
USA,G,13000000,2011,69,1.6,1.85,62000,2835
USA,R,13000000,2010,15000,8,2.35,106000,2836
USA,PG-13,100000000,2014,2000,6.2,2.35,60000,2837
USA,R,13000000,1974,14000,9,1.85,14000,2838
USA,PG-13,13000000,2001,363,6.1,1.85,0,2839
USA,R,7000000,1988,125,5.7,1.85,0,2840
USA,PG,13000000,2016,3000,6.8,1.85,16000,2841
USA,PG-13,13000000,2000,934,5.5,1.37,0,2842
USA,R,13000000,1988,439,6.8,1.85,0,2843
USA,PG-13,13000000,2014,6000,7.3,1.85,33000,2844
USA,R,12500000,2014,807,6.1,2.35,0,2845
USA,PG-13,16000000,1999,13000,7.2,1.85,10000,2846
USA,PG-13,13000000,2002,489,5.9,1.85,1000,2847
USA,PG-13,8200000,1993,852,6.1,1.85,0,2848
USA,PG-13,17000000,2016,350,6.8,2.35,0,2849
USA,R,13000000,2004,902,7.7,1.85,15000,2850
USA,PG,13000000,2000,442,4.9,1.85,0,2851
USA,PG-13,13000000,2007,997,6.1,2.35,0,2852
USA,PG,18000000,1999,842,2.5,1.85,0,2853
USA,R,13000000,1998,471,6.1,1.85,934,2854
USA,PG,13000000,1996,558,5.9,1.85,833,2855
USA,R,13000000,1990,628,5.7,1.85,0,2856
USA,PG-13,13200000,2014,345,5.6,2.35,0,2857
USA,R,18000000,2007,850,7.2,1.85,20000,2858
UK,R,15000000,2015,145,7.7,2.35,109000,2859
USA,R,13000000,1999,216,7.8,1.85,0,2860
USA,R,6000000,2001,890,6.1,1.85,593,2861
USA,PG,13000000,2014,587,5.8,1.85,0,2862
USA,PG-13,14000000,2001,1000,6.5,1.85,0,2863
USA,R,19000000,2006,85,7.9,2.35,5000,2864
USA,PG,13000000,2006,912,6.3,2.35,862,2865
USA,R,13000000,1998,851,3.8,,204,2866
Ireland,R,13000000,2015,681,8.3,2.35,72000,2867
Canada,PG-13,13000000,1998,359,6.4,1.85,679,2868
USA,R,13000000,1994,849,6.7,1.66,3000,2869
France,PG-13,13000000,1999,8000,6.1,1.85,0,2870
Sweden,,,,94,8.1,,22,2871
USA,R,13000000,1999,1000,6,1.85,251,2872
USA,R,13000000,1998,957,5.8,1.85,0,2873
USA,PG-13,13000000,2001,816,5.6,2.35,0,2874
UK,R,13000000,2001,326,6.1,2.35,618,2875
USA,R,13000000,2013,528,5.9,2.35,11000,2876
France,R,13000000,2006,530,7.3,1.85,0,2877
USA,PG-13,13000000,2007,573,6.8,2.35,689,2878
USA,PG-13,13000000,2013,257,5.7,2.35,5000,2879
France,R,100000000,2000,370,7.3,2.35,186,2880
USA,R,11000000,2009,153,6.3,1.85,0,2881
USA,R,13000000,1996,385,5.9,1.85,69,2882
USA,R,26000000,2009,15000,7.1,2.35,10000,2883
Germany,R,13000000,2006,14000,7.1,1.85,0,2884
USA,PG-13,13000000,2012,3000,8,1.85,131000,2885
USA,R,3000000,1993,155,5.1,1.85,107,2886
USA,R,13000000,2006,812,7.1,1.85,0,2887
UK,R,20000000,2000,900,6.5,2.35,141,2888
USA,PG-13,8495000,2015,1000,4.5,1.85,0,2889
UK,R,13000000,2011,305,6.6,2.35,18000,2890
USA,R,13000000,2011,164,4.3,2.35,0,2891
USA,R,13000000,2013,461,6.7,1.85,23000,2892
South Korea,,12620000,2016,81,6.8,,139,2893
Australia,PG,13000000,2002,238,5.4,2.35,332,2894
France,R,13000000,2009,157,6.6,1.85,11000,2895
Canada,R,12500000,1981,201,7.4,2.35,0,2896
USA,PG-13,12500000,2002,638,7.3,2.35,0,2897
USA,PG-13,12500000,2002,795,6.9,1.85,0,2898
USA,R,13000000,1993,10000,8,2.35,15000,2899
Germany,Unrated,3660000,2010,2000,6.4,2.35,0,2900
USA,R,12500000,1992,14000,7.8,2.35,0,2901
USA,R,13000000,2010,467,6.1,2.35,0,2902
USA,R,18000000,1982,782,6.1,1.85,0,2903
USA,R,16000000,2009,668,5.1,2.35,0,2904
USA,Approved,,1937,185,7.8,1.37,337,2905
USA,PG-13,12000000,2007,730,7.4,1.85,19000,2906
UK,PG-13,12500000,2008,32,7.8,1.85,38000,2907
Denmark,R,12800000,2000,595,8,2.35,0,2908
USA,R,16000000,1997,653,6.7,2.35,329,2909
USA,R,12500000,1996,787,6.6,1.85,344,2910
USA,R,15000000,2009,681,6.4,1.85,0,2911
USA,R,10500000,2010,982,6.7,1.85,44000,2912
Canada,R,15000000,2010,322,6.2,2.35,0,2913
USA,G,12500000,1988,320,7.3,1.33,5000,2914
South Korea,R,12800000,2004,517,8.1,2.35,0,2915
Canada,PG,12500000,2009,844,7,2.35,0,2916
USA,R,8000000,1973,931,8,1.37,18000,2917
USA,PG,8000000,1975,559,8,2.35,21000,2918
USA,R,11000000,1999,1000,7,1.85,0,2919
France,PG,9600000,2012,637,7.9,1.85,0,2920
USA,PG-13,25000000,1986,255,5.9,1.85,0,2921
USA,PG-13,12000000,2012,966,6.6,2.35,0,2922
USA,PG-13,12000000,2002,528,6.3,1.85,770,2923
USA,PG,11000000,1982,980,7.7,2.35,0,2924
USA,PG-13,12000000,1994,595,6.9,1.85,0,2925
USA,PG,12000000,1983,883,7.1,1.85,0,2926
USA,R,12000000,1985,10000,7.4,1.85,0,2927
USA,R,12000000,2012,17,6.5,2.35,15000,2928
USA,PG-13,12000000,2006,2000,6.5,2.35,0,2929
USA,PG-13,12000000,1996,2000,6.8,1.85,0,2930
USA,R,12000000,1997,1000,7.5,1.85,0,2931
USA,R,12000000,2008,954,6.6,1.85,0,2932
USA,PG-13,12000000,2012,465,7.1,1.85,32000,2933
UK,PG,12000000,1983,194,6.6,1.85,0,2934
UK,PG,5000000,1981,561,7,1.85,0,2935
USA,PG-13,12000000,2002,188,3.3,1.85,0,2936
USA,R,12000000,2012,329,6.7,1.85,29000,2937
USA,GP,12000000,1970,416,8,2.2,0,2938
USA,R,12000000,2002,989,6.8,1.85,0,2939
USA,R,12000000,2008,1000,6,1.85,0,2940
USA,PG-13,12000000,2008,527,5.4,2.35,0,2941
USA,PG-13,12000000,2004,1000,4.3,2.35,243,2942
USA,R,12000000,2001,729,6.2,1.85,0,2943
USA,G,12000000,1992,94,7.7,1.85,0,2944
UK,PG-13,150000000,2006,1000,8,2.35,0,2945
USA,R,12000000,2002,1000,7.4,1.85,0,2946
USA,PG,12000000,2012,9,5.9,1.85,0,2947
USA,PG-13,12000000,2014,1000,7.8,1.85,93000,2948
USA,R,12000000,1998,940,7.4,2.35,0,2949
USA,R,12000000,2014,966,6.5,2.35,0,2950
USA,PG,12000000,1979,122,5.4,2.35,902,2951
USA,R,12000000,1999,301,7,1.85,0,2952
USA,TV-MA,,,939,8.6,16,31000,2953
UK,PG-13,12000000,2013,482,7.6,1.85,37000,2954
USA,R,9000000,2005,931,6.9,2.35,549,2955
UK,R,12000000,1978,837,7,1.85,0,2956
USA,PG,12000000,2006,826,5.3,1.85,0,2957
USA,PG-13,12000000,2015,558,6.4,2.35,0,2958
USA,PG-13,,2004,691,4.5,1.85,151,2959
USA,R,12000000,2013,844,7.8,2.35,28000,2960
USA,R,13000000,1995,851,6.7,1.85,0,2961
USA,PG,12000000,2001,626,5.3,1.85,371,2962
USA,R,12000000,2011,786,6.3,1.85,0,2963
USA,R,12000000,2006,725,7,1.78,0,2964
USA,R,,1997,560,5.3,1.85,439,2965
USA,R,12000000,1998,849,6.6,2.35,242,2966
USA,PG,,2010,826,5.8,2.35,0,2967
USA,R,,2008,536,6.7,1.85,0,2968
USA,R,12000000,1981,230,6.6,1.85,1000,2969
UK,PG-13,,2003,14000,7,2.35,0,2970
West Germany,R,14000000,1981,21,8.4,1.85,11000,2971
USA,PG-13,107000000,2004,973,6,2.35,701,2972
USA,R,12000000,2002,526,5.4,1.85,507,2973
UK,R,12000000,2013,555,7.8,2.35,105000,2974
China,PG-13,100000000,2004,483,7.6,2.35,0,2975
USA,R,12000000,2012,591,6.6,1.85,0,2976
USA,PG-13,12000000,2015,328,6.4,2.35,0,2977
USA,R,12000000,2008,223,7,2.35,0,2978
USA,PG-13,10000000,2000,744,5.7,1.85,262,2979
Australia,R,8000000,1992,1000,5.9,1.85,1000,2980
USA,PG-13,12000000,2006,925,6.3,1.85,650,2981
USA,R,12000000,1998,255,6.3,1.66,652,2982
USA,R,12000000,2006,398,6.2,2.35,0,2983
USA,PG,12000000,2003,281,2.1,1.85,0,2984
USA,R,12000000,1996,680,5,1.85,251,2985
Australia,R,12000000,2003,65,5.3,1.85,656,2986
USA,R,12000000,2008,580,7.1,2.35,0,2987
UK,R,12000000,2001,1000,7,2.35,305,2988
South Korea,R,12215500000,2006,398,7,1.85,7000,2989
USA,PG,12000000,1981,642,5.7,1.85,135,2990
Czech Republic,R,12000000,1999,692,7.1,2.35,0,2991
USA,R,12000000,2007,569,7,1.85,0,2992
Italy,Not Rated,9200000,2013,98,7.7,2.35,29000,2993
USA,R,12000000,2002,165,7.1,1.85,677,2994
UK,R,12000000,2013,1000,6.8,2.35,27000,2995
Hong Kong,R,12000000,2004,643,7.5,2.35,0,2996
USA,PG-13,12000000,2007,46,6.3,1.85,314,2997
USA,PG,12000000,2005,442,7.3,1.85,0,2998
Ireland,PG-13,12000000,2009,327,6.8,1.85,0,2999
USA,R,10000000,2000,685,7.2,1.85,0,3000
USA,R,12000000,2002,534,6.4,2.35,423,3001
Australia,R,12000000,1997,754,6,1.85,88,3002
USA,R,8000000,2007,474,6.4,2.35,1000,3003
USA,PG-13,,2012,830,5.1,2.35,0,3004
Germany,R,12000000,2007,345,7.5,2.35,0,3005
Hungary,R,2500000000,2005,2,7.1,2.35,607,3006
USA,R,12000000,1999,883,4.6,1.85,458,3007
China,R,,2009,4,5.7,2.35,784,3008
USA,R,7500000,2002,327,6.8,1.85,0,3009
China,R,12000000,2009,32,7.7,2.35,0,3010
USA,PG,135000000,2015,523,6.7,1.85,26000,3011
China,PG,,2011,618,3.2,,211,3012
Japan,TV-14,12000000,2010,33,6.1,2.35,0,3013
Georgia,R,20000000,2011,111,5.6,2.35,0,3014
UK,R,12000000,2009,168,6.9,2.35,13000,3015
USA,R,12000000,2015,445,7.5,1.85,26000,3016
USA,PG,12000000,2014,116,5.8,2.35,23000,3017
UK,R,6000000,2000,11000,8.3,1.85,27000,3018
USA,PG,12000000,2015,85,2.8,,634,3019
USA,R,11500000,1989,886,6.6,1.85,0,3020
Japan,,11900000,1993,6,7.5,1.85,355,3021
UK,R,11500000,2009,544,6,2.35,443,3022
China,,12000000,2015,27,6.2,2.35,4,3023
USA,PG,11000000,1984,281,7.2,2.2,14000,3024
USA,PG,11000000,1977,1000,8.7,2.35,33000,3025
USA,R,11500000,2016,851,6,2.35,11000,3026
USA,PG-13,11000000,1965,396,8,2.35,7000,3027
UK,R,,2014,68,7.2,2.35,0,3028
USA,G,11000000,2008,734,4.5,1.85,0,3029
USA,R,25000000,2010,238,7.9,2.35,36000,3030
USA,R,,2006,362,7.1,1.85,641,3031
USA,R,11000000,1992,655,7.5,1.85,7000,3032
USA,PG-13,11000000,2014,1000,6.8,2.35,15000,3033
Canada,Not Rated,12000000,2014,37,4.3,,774,3034
USA,R,11000000,1989,854,7.2,1.85,0,3035
UK,PG-13,13500000,2007,692,5.8,1.85,0,3036
USA,R,13000000,2002,465,7.1,2.35,0,3037
USA,PG,11000000,2002,548,7.4,2.35,19000,3038
UK,R,11000000,1995,258,7.6,1.85,0,3039
USA,R,10500000,1999,656,6.9,1.85,0,3040
Canada,R,11000000,2009,651,6,1.85,0,3041
USA,R,11000000,1981,898,6.9,2.35,0,3042
USA,PG-13,11000000,2008,551,7.3,2.35,0,3043
