color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,X
Color,John Whitesell,37,86,14,685,Regina Hall,833,34308901,2643
Color,Matt Williams,78,120,18,944,James Frain,20000,33771174,2644
Color,David Lean,181,227,767,87,José Ferrer,607,6000000,2645
Color,Rob Zombie,220,119,0,593,Tyler Mane,908,33386128,2646
Color,Jean-Marc Vallée,349,115,212,612,Kevin Rankin,2000,37877959,2647
Color,Dennis Iliadis,241,114,29,616,Monica Potter,956,32721635,2648
Color,Clare Kilner,103,90,6,458,Debra Messing,1000,31585300,2649
Color,Rick Rosenthal,151,94,28,731,Thomas Ian Nicholas,2000,30259652,2650
Color,Louis Leterrier,344,106,255,850,Jason Flemyng,14000,163192114,2651
Color,Rob Reiner,185,98,0,594,Carol Kane,18000,30857814,2652
Color,Denzel Washington,112,126,18000,697,Jurnee Smollett-Bell,18000,30226144,2653
Color,Nicolas Winding Refn,676,100,0,228,Albert Brooks,33000,35054909,2654
Color,Sara Sugarman,74,89,10,231,Carol Kane,811,29302097,2655
Color,Nicholas Hytner,65,111,13,106,Tim Daly,818,29106737,2656
Color,Juan Carlos Fresnadillo,274,100,35,306,Harold Perrineau,10000,28637507,2657
Color,Thomas Carter,50,115,49,100,Matthew Daddario,116,30127963,2658
Color,Wayne Wang,96,106,61,649,Luke Benward,907,32645546,2659
Color,Gina Prince-Bythewood,68,124,107,865,Sanaa Lathan,1000,27441122,2660
Color,George Armitage,111,107,5,141,Michael Cudlitz,893,28014536,2661
Color,Phil Traill,128,99,3,628,Katy Mixon,14000,33860010,2662
Color,Joe Berlinger,160,90,31,162,Erica Leerhsen,193,26421314,2663
Color,Andrew Fleming,93,101,26,266,Rachel True,838,24881000,2664
Color,Woody Allen,278,119,11000,400,Mark Gatiss,19000,23089926,2665
Color,Elizabeth Allen Rosenbaum,81,103,20,125,Hutch Dano,512,26161406,2666
Color,James Ivory,58,134,133,258,Peter Vaughan,12000,22954968,2667
Color,Paul Thomas Anderson,153,155,0,170,Nicole Ari Parker,3000,26384919,2668
Color,Robert Harmon,25,94,11,232,Rosanna Arquette,1000,22189039,2669
Color,Michael Mayer,46,95,15,461,Danny Pino,1000,20998709,2670
Color,Martin Weisz,161,89,7,399,Daniella Alonso,919,20801344,2671
Color,John Ottman,108,97,83,579,Joey Lawrence,912,21468807,2672
Color,Jay Russell,69,90,13,613,Sissy Spacek,882,19158074,2673
Color,John Bonito,78,92,8,129,Firass Dirani,472,18843314,2674
Color,Peter Atencio,129,100,10,415,Will Forte,826,20566327,2675
Color,Shana Feste,135,117,19,461,Cinda McCain,3000,20218921,2676
Color,David Nutter,96,84,119,918,Ethan Embry,989,17411331,2677
Color,Derek Cianfrance,417,140,310,619,Ben Mendelsohn,33000,21383298,2678
Color,Roger Donaldson,172,108,79,537,Akie Kotabe,775,24984868,2679
Color,Stephan Elliott,88,109,11,159,Patrick Bergin,471,16459004,2680
Color,Kathryn Bigelow,388,131,0,383,Christian Camargo,10000,15700000,2681
Color,Mark L. Lester,45,114,73,563,George C. Scott,695,15100000,2682
Color,Andrew Dominik,414,97,181,748,Sam Shepard,11000,14938570,2683
Color,Anton Corbijn,291,122,210,123,Nina Hoss,22000,17237244,2684
Color,Tom Green,97,87,374,484,Harland Williams,826,14249005,2685
Color,Mike Nawrocki,37,85,12,23,Cam Clarke,354,12701880,2686
Color,Catherine Owens,68,85,0,44,The Edge,468,10353690,2687
Color,Douglas Aarniokoski,90,101,36,377,Adrian Paul,1000,12801190,2688
Color,Bryan Barber,81,121,16,526,Faizon Love,907,12549485,2689
Color,Lone Scherfig,221,107,92,358,Jim Sturgess,11000,13766014,2690
Color,Drew Barrymore,230,111,0,727,Jimmy Fallon,796,13034417,2691
Color,Brian Koppelman,57,92,34,366,Tom Noonan,14000,11632420,2692
Color,James Foley,119,97,164,308,Brian Van Holt,436,12212417,2693
Color,Albert Brooks,97,97,745,745,Bradley Whitford,12000,11614236,2694
 Black and White,Irwin Winkler,119,125,34,65,Keith Allen,427,13337299,2695
Color,Woody Allen,42,124,11000,563,Larry David,11000,10763469,2696
Color,Steve Gomer,24,76,9,47,Kyla Pratt,595,11144518,2697
Color,RZA,208,107,561,353,RZA,746,15608545,2698
Color,Dean Parisot,42,91,23,629,Jake Busey,925,10443316,2699
Color,Mark Piznarski,44,96,4,670,Chris Klein,989,10494147,2700
Color,Terry Gilliam,230,142,0,1000,Bob Hoskins,22000,9929000,2701
Color,Sean McNamara,46,103,80,782,Rebecca De Mornay,1000,10411980,2702
,,,,,,,,,2703
Color,Joel Coen,249,117,0,12000,Jeff Bridges,22000,17439163,2704
 Black and White,Craig Brewer,197,116,153,539,Michael Raymond-James,3000,9396487,2705
Color,Ron Shelton,71,118,41,274,Dash Mihok,556,9059588,2706
Color,Michael Winterbottom,190,108,187,254,Archie Panjabi,11000,9172810,2707
Color,David Raynr,50,94,9,612,Jodi Lyn O'Keefe,11000,8735529,2708
Color,Mort Nathan,63,97,2,461,Lin Shaye,890,8586376,2709
Color,Oliver Parker,104,97,32,692,Tom Wilkinson,14000,8378141,2710
Color,Dan Curtis,,99,45,224,Campbell Scott,1000,,2711
Color,Wil Shriner,49,91,6,596,Neil Flynn,8000,8080116,2712
Color,Martin McDonagh,300,107,454,39,Anna Madeley,65,7757130,2713
Color,Tina Gordon Chism,43,95,24,426,S. Epatha Merkerson,931,9123834,2714
Color,Peter Cattaneo,132,102,11,1000,Bradley Cooper,15000,6409206,2715
Color,Vicky Jenson,97,88,96,360,Zach Gilford,24000,6373693,2716
Color,Gus Van Sant,242,106,835,363,Hal Holbrook,13000,7556708,2717
Color,Woody Allen,218,92,11000,386,Michael McKean,860,5306447,2718
 Black and White,Mary Lambert,49,105,52,275,Susan Ward,477,5217498,2719
Color,Tommy Lee Jones,172,107,0,289,Dwight Yoakam,572,5023275,2720
Color,Peter Kassovitz,68,120,0,693,Mark Margolis,49000,4956401,2721
Color,Shane Black,223,103,1000,611,Corbin Bernsen,21000,4235837,2722
Color,Rodman Flender,59,92,6,577,Fred Willard,890,4002955,2723
Color,David Lynch,252,147,0,669,Robert Forster,6000,7219578,2724
Color,Katja von Garnier,106,98,18,220,Agnes Bruckner,837,3525161,2725
Color,Woody Allen,223,98,11000,557,Naomi Watts,12000,3247816,2726
Color,Mark Romanek,328,103,132,844,Charlie Rowe,10000,2412045,2727
,,,,,,,,,2728
Color,Brad Anderson,150,111,122,25,Eduardo Noriega,918,2203641,2729
Color,Michael Chapman,21,98,70,90,Pamela Reed,876,1953732,2730
Color,Antonio Banderas,28,111,0,617,Elizabeth Perkins,783,1954202,2731
Color,Michael Haneke,250,111,0,287,Siobhan Fallon Hogan,6000,1294640,2732
Color,Khalil Sullins,17,100,5,46,Kalim Chandler,192,,2733
Color,Atom Egoyan,95,116,460,71,Elaine Cassidy,5000,819852,2734
 Black and White,Fritz Lang,260,145,756,18,Gustav Fröhlich,136,26435,2735
Color,Pierre Morel,141,84,180,58,Cyril Raffaelli,510,1197786,2736
Color,Gary Fleder,52,115,39,642,Bill Cobbs,12000,529766,2737
Color,Hsiao-Hsien Hou,205,105,141,56,Chen Chang,1000,613556,2738
Color,Gregor Jordan,109,98,34,730,Scott Glenn,936,353743,2739
Color,Andrey Zvyagintsev,103,99,445,9,Vladimir Garin,20,502028,2740
Color,Tony Jaa,110,110,0,7,Petchtai Wongkamlao,64,102055,2741
Color,Neil Marshall,195,97,197,570,JJ Feild,13000,122288,2742
Color,Russell Mulcahy,14,88,85,40,Gina Bellman,825,,2743
Color,Ryûhei Kitamura,177,103,129,1000,Brooke Shields,14000,73548,2744
Color,Darrell Roodt,17,104,36,2,Wendy Crewson,549,,2745
Color,Dito Montiel,62,90,68,642,Al Pacino,17000,28870,2746
Color,Stefan Ruzowitzky,19,105,24,125,Udo Kier,776,22723,2747
Color,Jake Paltrow,50,93,17,66,Gael Le Cornec,1000,20380,2748
Color,Juraj Jakubisko,25,141,15,576,Hans Matheson,735,,2749
Color,Anthony Silverston,39,85,0,912,Steve Buscemi,14000,,2750
Color,Gabe Ibáñez,136,109,19,537,Robert Forster,1000,,2751
Color,Gerry Lively,26,105,93,51,Lucy Gaskell,179,,2752
Color,Daniele Luchetti,4,98,6,50,Rodrigo De la Serna,61,,2753
,Tung-Shing Yee,53,119,3,19,Daniel Wu,556,,2754
Color,Julien Temple,22,124,67,303,Dexter Fletcher,631,,2755
Color,Harold Ramis,147,101,11000,512,Chris Elliott,13000,70906973,2756
Color,Gregory Jacobs,222,115,13,642,Channing Tatum,20000,66009973,2757
Color,Baz Luhrmann,106,120,1000,954,Harold Perrineau,29000,46338728,2758
Color,Gilles Paquet-Brenner,136,111,15,121,Aidan Quinn,1000,7691700,2759
Color,Peter Cousens,5,94,5,124,David Rasche,467,,2760
Color,Clint Eastwood,131,131,16000,638,Morgan Freeman,16000,101157447,2761
Color,Lars von Trier,140,139,3000,236,Jeremy Davies,3000,74205,2762
Color,Danny Boyle,418,120,0,40,Saurabh Shukla,668,141319195,2763
Color,Adrian Lyne,94,119,213,249,Lois Smith,886,156645693,2764
Color,Garry Marshall,82,125,0,700,Hector Elizondo,8000,178406268,2765
Color,John Blanchard,,65,0,176,Andrea Martin,770,,2766
Color,John Cornell,32,108,5,57,Linda Kozlowski,442,109306210,2767
Color,Vidhu Vinod Chopra,22,101,34,277,Chris Marquette,892,,2768
Color,Oliver Stone,72,145,0,560,Tom Berenger,10000,70001698,2769
 Black and White,Jon Turteltaub,39,98,226,496,Leon,953,68856263,2770
Color,Patrick Lussier,264,101,71,725,Jaime King,10000,51527787,2771
Color,Ole Bornedal,264,92,30,309,Madison Davenport,941,49122319,2772
Color,Ted Kotcheff,145,93,270,535,Brian Dennehy,13000,,2773
Color,Sylvain White,86,109,41,748,Laz Alonso,997,61356221,2774
Color,Lewis Gilbert,112,123,43,238,Desmond Llewelyn,456,46800000,2775
,,,,,,,,,2776
Color,Jamie Blanks,101,99,9,648,Loretta Devine,975,38048637,2777
Color,Stephen Frears,51,119,350,418,Peter Capaldi,18000,34700000,2778
Color,Tyler Perry,42,110,0,490,Phylicia Rashad,849,35010192,2779
Color,Randal Kleiser,10,107,116,25,Klaus Maria Brandauer,327,34793160,2780
Color,Bruce McCulloch,43,81,54,636,Elaine Hendrix,8000,30628981,2781
Color,Phyllida Lloyd,331,105,58,583,Jim Broadbent,11000,29959436,2782
Color,Mike Nawrocki,38,82,12,8,Mike Nawrocki,23,25571351,2783
Color,John Singleton,12,109,309,279,Khandi Alexander,592,27515786,2784
Color,Kevin Bray,40,95,10,111,Roger Guenveur Smith,706,25482931,2785
Color,Wes Craven,34,100,0,364,W. Earl Brown,723,19900000,2786
Color,John Boorman,82,118,128,467,Richard Burton,931,,2787
Color,Courtney Solomon,125,91,31,50,James D'Arcy,874,16298046,2788
Color,David Zucker,56,90,119,636,Tyler Labine,869,15549702,2789
Color,David Twohy,160,108,123,690,Milla Jovovich,26000,15483540,2790
Color,Rick Famuyiwa,71,103,44,625,Lance Gross,953,20246959,2791
Color,Alan Cohn,37,96,0,654,Linda Cardellini,3000,15062898,2792
Color,Franco Zeffirelli,62,117,160,55,Joan Plowright,718,14348123,2793
Color,Tom Holland,73,93,85,514,Bethany Joy Lenz,1000,15171475,2794
Color,Martin Scorsese,59,136,17000,213,Liza Minnelli,22000,,2795
Color,Spike Lee,25,115,0,534,Delroy Lindo,1000,13640000,2796
Color,Chris Rock,97,94,0,458,Eliza Coupe,12000,12550242,2797
Color,James Isaac,205,85,52,489,Kane Hodder,1000,12610731,2798
Color,Shawn Levy,69,88,189,799,Donald Faison,934,47811275,2799
Color,Emilio Estevez,195,112,0,383,Nick Cannon,12000,11204499,2800
Color,Mark Waters,61,86,70,169,Ivana Milicevic,878,10397365,2801
Color,Josh Schwartz,77,86,90,635,Jackson Nicoll,962,9402410,2802
Color,Julian Schnabel,259,112,232,177,Mathieu Amalric,413,5990075,2803
Color,Todd Field,251,137,143,280,Noah Emmerich,14000,5459824,2804
Color,Davis Guggenheim,63,90,49,191,Sharon Lawrence,12000,5108820,2805
Color,Tony Goldwyn,47,107,956,113,Julie Kavner,10000,4741987,2806
Color,Phillip Noyce,108,98,176,15,Terry Pheto,543,4291965,2807
Color,Stephen Carpenter,64,84,12,102,Angela Featherstone,159,3100650,2808
Color,James Ivory,20,139,133,5,Todd Boyce,423,2474000,2809
Color,Stephan Elliott,135,97,11,548,Kristin Scott Thomas,14000,2656324,2810
Color,James Fargo,2,127,109,324,Joseph Cotten,16000,1000000,2811
Color,Mike Leigh,262,150,608,43,Ruth Sheen,149,3958500,2812
Color,Alain Resnais,129,104,752,59,Sara Forestier,412,403649,2813
Color,Costa-Gavras,69,132,333,284,Mathieu Kassovitz,380,274299,2814
Color,Chao-Bin Su,50,117,2,21,Shawn Yue,149,,2815
Color,Neil Burger,57,115,168,322,Katherine LaNasa,697,183088,2816
Color,Kenneth Lonergan,116,186,50,338,Kieran Culkin,13000,46495,2817
Color,Bo Zenga,45,90,10,378,Kenan Thompson,826,,2818
Color,Rob Reiner,87,90,0,767,Rebecca De Mornay,1000,1752214,2819
Color,Ang Lee,357,134,0,11000,Heath Ledger,15000,83025853,2820
Color,Jonathan Liebesman,348,101,473,429,Danny Woodburn,833,190871240,2821
Color,Amy Heckerling,88,97,143,201,Dan Hedaya,927,56631572,2822
Color,Todd Haynes,181,107,162,135,Celia Weston,2000,15854988,2823
Color,Steve Pink,107,99,38,390,Gillian Jacobs,3000,12282677,2824
,,,,,,,,,2825
Color,Philip Kaufman,132,124,133,170,Stephen Marcus,14000,7060876,2826
Color,Martin McDonagh,401,110,454,816,Gabourey Sidibe,2000,14989761,2827
Color,Kasi Lemmons,58,105,148,400,Tamara Tunie,539,687081,2828
,,,,,,,,,2829
Color,Oliver Hirschbiegel,192,178,101,471,Bruno Ganz,918,5501940,2830
Color,Alejandro Amenábar,157,125,448,93,Lola Dueñas,273,2086345,2831
Color,Jonathan Glazer,454,108,143,21,Paul Brannigan,19000,2605039,2832
Color,Barry Levinson,62,121,272,227,J.T. Walsh,49000,123922370,2833
Color,Hyung-rae Shim,4,100,26,385,Stephanie Danielson,898,163591,2834
Color,Jon M. Chu,84,115,209,41,Sean Kingston,569,73000942,2835
Color,Darren Aronofsky,669,108,0,1000,Mila Kunis,20000,106952327,2836
Color,José Padilha,492,117,294,1000,Abbie Cornish,10000,58607007,2837
Color,Francis Ford Coppola,149,220,0,3000,Al Pacino,22000,57300000,2838
Color,Thomas Carter,101,112,49,237,Terry Kinney,656,91038276,2839
Color,Renny Harlin,102,99,212,54,Rodney Eastman,130,49369900,2840
Color,Patricia Riggen,63,109,36,579,Brighton Sharbino,3000,61693523,2841
Color,Danny Leiner,106,83,8,612,Mary Lynn Rajskub,3000,46729374,2842
Color,Christopher Cain,50,107,58,316,Patrick Wayne,549,44726644,2843
Color,Theodore Melfi,275,102,51,360,Naomi Watts,13000,44134898,2844
Color,Steve Pink,90,100,38,460,Regina Hall,833,48637684,2845
Color,Gil Junger,133,97,19,835,Heath Ledger,23000,38176108,2846
Color,Ed Decter,49,92,13,301,Eddie Griffin,11000,28972187,2847
Color,Gene Quintano,19,84,0,182,Lin Shaye,11000,27979400,2848
Color,Jaume Collet-Serra,186,86,174,2,Brett Cullen,619,54257433,2849
Color,Eric Bress,185,120,19,829,Eric Stoltz,8000,23947,2850
Color,Chris Koch,42,89,13,329,Mark Webber,571,60008303,2851
Color,Preston A. Whitmore II,37,117,17,912,Chris Brown,1000,49121934,2852
Color,Bob Clark,45,97,84,782,Dom DeLuise,899,27141959,2853
Color,Kirk Wong,57,91,6,459,Elliott Gould,904,27052167,2854
Color,Bronwen Hughes,25,100,15,388,Eartha Kitt,694,26539321,2855
Color,John Lafia,59,72,5,435,Beth Grant,659,28501605,2856
Color,Sam Miller,58,84,12,334,Kate del Castillo,1000,52543632,2857
Color,Frank Darabont,330,126,0,745,Alexa Davalos,2000,25592632,2858
 Black and White,Alex Garland,489,108,232,123,Sonoya Mizuno,149,25440971,2859
Color,Spike Jonze,242,112,0,213,Orson Bean,512,22858926,2860
Color,Mark Brown,40,90,7,405,Vivica A. Fox,939,22235901,2861
Color,Dave Green,112,91,13,140,Ella Wahlestedt,803,38916903,2862
Color,John Stockwell,84,135,134,525,Jay Hernandez,4000,16929123,2863
Color,Clint Eastwood,251,141,16000,78,Kazunari Ninomiya,378,13753931,2864
Color,Michael Polish,113,104,35,844,Virginia Madsen,24000,10996440,2865
Color,Daisy von Scherler Mayer,23,84,18,744,Jada Pinkett Smith,1000,8026971,2866
Color,Lenny Abrahamson,421,118,412,491,Jacob Tremblay,805,14677654,2867
Color,Bob Saget,32,82,799,294,Jack Warden,721,9975684,2868
Color,John Waters,52,95,0,650,Sam Waterston,899,7881335,2869
Color,Andrew Fleming,81,94,26,4000,Will Ferrell,16000,6241697,2870
Color,Niels Arden Oplev,,88,76,75,David Dencik,690,,2871
Color,Craig Bolotin,39,99,7,730,Vanessa Williams,3000,5871603,2872
Color,Mark Christopher,63,121,15,812,Ellen Albertini Dow,4000,16574731,2873
Color,Blair Hayes,47,84,2,690,Geoffrey Arend,15000,5002310,2874
Color,Jez Butterworth,111,93,16,258,Mathieu Kassovitz,567,4919896,2875
Color,Jon Lucas,168,93,24,499,Josie Loren,552,25675765,2876
Color,Olivier Assayas,165,120,107,280,Miranda Richardson,12000,4857376,2877
Color,Rod Lurie,104,112,37,548,Kathryn Morris,748,3169424,2878
Color,Paul Weitz,150,107,80,252,Sarita Choudhury,2000,18004225,2879
Color,Patrice Leconte,61,112,83,8,Daniel Auteuil,2000,3058380,2880
Color,Atom Egoyan,226,96,460,73,Meghan Heffern,14000,3074838,2881
Color,Paul Mazursky,21,91,150,150,Ryan O'Neal,979,2104000,2882
Color,Jim Sheridan,217,105,260,1000,Jake Gyllenhaal,20000,28501651,2883
Color,Sidney Lumet,94,125,0,968,Vin Diesel,22000,1172769,2884
Color,Stephen Chbosky,364,102,139,850,Ezra Miller,8000,17738570,2885
Color,Jon Hess,19,87,29,147,Ian Gomez,683,1200000,2886
Color,Douglas McGrath,129,118,41,442,Isabella Rossellini,2000,1150403,2887
Color,Michael Winterbottom,71,115,187,887,Sarah Polley,14000,403932,2888
Color,Mark Neveldine,93,91,83,794,Alison Lohman,3000,1712111,2889
Color,Joe Cornish,399,88,115,304,Luke Treadaway,1000,1024175,2890
Color,Angelina Jolie Pitt,110,127,11000,116,Nikola Djuricko,306,301305,2891
Color,Brad Anderson,285,94,122,383,Tara Platt,873,51872378,2892
Color,John H. Lee,2,115,32,29,Dean Dawson,14000,31662,2893
Color,John Stainton,61,90,0,234,Aden Young,477,28399192,2894
Color,Glenn Ficarra,242,102,43,113,Louis Herthum,170,2035566,2895
Color,Jean-Jacques Annaud,62,100,218,91,Everett McGill,581,,2896
Color,Denzel Washington,121,117,18000,543,Kevin Connolly,18000,21078145,2897
Color,Michael Hoffman,83,109,97,355,Embeth Davidtz,13000,14060950,2898
Color,Tony Scott,122,121,12000,975,Gary Oldman,11000,12281500,2899
Color,Benedek Fliegauf,88,111,28,1000,Matt Smith,6000,,2900
Color,James Foley,120,100,164,99,Al Pacino,18000,10725228,2901
Color,Michael Winterbottom,225,109,187,204,Ned Beatty,818,214966,2902
Color,Paul Schrader,130,93,261,697,Ruby Dee,783,,2903
Color,Stewart Hendler,167,101,10,472,Margo Harshman,1000,11956207,2904
 Black and White,John Cromwell,7,101,19,135,Mary Astor,490,,2905
Color,Craig Gillespie,226,106,44,552,Kelli Garner,33000,5949693,2906
Color,Mark Herman,185,94,39,18,Sheila Hancock,77,9030581,2907
Color,Lars von Trier,177,140,3000,322,Udo Kier,963,4157491,2908
Color,Gillian Armstrong,28,132,44,241,Richard Roxburgh,1000,1508689,2909
Color,Abel Ferrara,48,99,220,599,Vincent Gallo,812,1227324,2910
Color,Brian Koppelman,116,90,34,506,David Costabile,966,4360548,2911
Color,Ethan Maniquis,391,105,20,844,Don Johnson,22000,26589953,2912
Color,George Hickenlooper,117,108,60,168,Eric Schweig,18000,1039869,2913
Color,Don Bluth,24,69,383,191,Gabriel Damon,912,48092846,2914
Color,Je-kyu Kang,86,148,16,489,Bin Won,717,1110186,2915
 Black and White,William Dear,41,118,50,655,Cheech Marin,968,1089445,2916
Color,William Friedkin,304,132,607,259,Linda Blair,1000,204565000,2917
Color,Steven Spielberg,385,130,14000,366,Robert Shaw,813,260000000,2918
Color,Paul Weitz,145,95,80,1000,Shannon Elizabeth,3000,101736215,2919
Color,Stéphane Aubier,99,80,2,186,Megan Mullally,6000,71442,2920
Color,Michael Ritchie,29,94,23,148,Randall 'Tex' Cobb,400,79817937,2921
Color,Tim Story,77,122,167,807,Romany Malco,997,91547205,2922
Color,Tim Story,91,102,167,436,Jason George,656,75074950,2923
Color,Nicholas Meyer,148,116,120,664,Kirstie Alley,12000,78900000,2924
Color,Tom Shadyac,61,78,293,567,Udo Kier,759,72217000,2925
Color,John Badham,84,114,139,793,Barry Corbin,2000,79568000,2926
Color,Peter Weir,83,112,608,733,Viggo Mortensen,11000,65500000,2927
Color,Mike McCoy,216,110,16,11,Jason Cottle,93,70011073,2928
Color,Anne Fletcher,107,104,98,920,Alyson Stoner,17000,65269010,2929
Color,Mike Judge,63,81,406,616,Demi Moore,13000,63071133,2930
Color,Quentin Tarantino,140,154,16000,889,Sid Haig,22000,39647595,2931
Color,Jon Hurwitz,153,102,22,816,Eric Winter,1000,38087366,2932
Color,Josh Trank,414,89,128,371,Alex Russell,963,64572496,2933
Color,Barbra Streisand,16,132,0,122,Amy Irving,405,30400000,2934
Color,Terry Gilliam,139,103,0,504,Michael Palin,629,42365600,2935
Color,Tamra Davis,111,93,33,135,Katherine Boecher,1000,37188667,2936
Color,Nima Nourizadeh,229,93,166,281,Kirby Bliss Blanton,971,54724272,2937
Color,Franklin J. Schaffner,112,172,76,78,Karl Malden,654,,2938
Color,Mark Romanek,207,96,132,933,Gary Cole,49000,31597131,2939
Color,John Erick Dowdle,198,89,66,1000,Jay Hernandez,137000,31691811,2940
Color,David Moreau,172,92,0,451,Alessandro Nivola,17000,31397498,2941
Color,Christopher Erskin,45,97,4,826,Shannon Elizabeth,1000,31179516,2942
Color,Jesse Dylan,34,93,58,722,Fred Willard,995,31155435,2943
Color,Brian Henson,75,89,53,84,Jerry Nelson,227,27281507,2944
 Black and White,Martin Campbell,400,144,258,834,Tobias Menzies,6000,167007184,2945
 Black and White,Julie Taymor,128,123,278,898,Roger Rees,4000,25776062,2946
Color,Dan Cutforth,68,93,4,8,Ashley Ashida Dixon,28,25240988,2947
Color,Josh Boone,326,133,131,733,Sam Trammell,8000,124868837,2948
Color,John Dahl,128,121,131,599,Martin Landau,13000,22905674,2949
Color,Chris Rock,161,102,0,555,Romany Malco,3000,25277561,2950
Color,John Frankenheimer,70,102,287,79,Richard Dysart,452,,2951
Color,David Koepp,164,99,192,282,Kathryn Erbe,347,21133087,2952
,,,,,,,,,2953
Color,Stephen Frears,354,98,350,322,Mare Winningham,1000,37707719,2954
Color,Mike Binder,125,118,57,805,Erika Christensen,975,18761993,2955
Color,Franklin J. Schaffner,55,125,76,801,Anne Meara,1000,,2956
Color,Elizabeth Allen Rosenbaum,66,104,20,717,Joanna 'JoJo' Levesque,836,18595716,2957
Color,Jake Schreier,191,109,14,376,Cara Delevingne,733,31990064,2958
Color,Cheryl Dunye,33,86,17,581,Marsha Thomason,873,17321573,2959
 Black and White,Alexander Payne,433,115,729,622,Bruce Dern,1000,17613460,2960
Color,Ernest R. Dickerson,66,92,226,580,Jada Pinkett Smith,1000,21088568,2961
Color,Tim Hill,37,91,25,611,Amber Valletta,833,17292381,2962
Color,Jason Reitman,325,94,655,390,Patton Oswalt,9000,16300302,2963
Color,Mark Neveldine,170,93,83,501,Edi Gathegi,26000,27829874,2964
Color,Lionel C. Martin,11,93,3,324,Gilbert Gottfried,1000,13960203,2965
Color,Richard LaGravenese,24,100,98,604,Eddie Cibrian,1000,12902790,2966
Color,Sanaa Hamri,70,100,43,696,Laz Alonso,988,21520719,2967
Color,Jonathan Demme,232,113,438,471,Rosemarie DeWitt,11000,12796277,2968
Color,Bob Rafelson,34,122,30,85,Michael Lerner,1000,,2969
Color,Peter Webber,160,100,73,1000,Colin Firth,19000,11634362,2970
Color,Wolfgang Petersen,96,293,249,18,Martin Semmelrogge,362,11433134,2971
Color,John Lee Hancock,106,137,102,877,Marc Blucas,2000,22406362,2972
Color,Wallace Wolodarsky,53,93,32,503,Barry Watson,529,10198766,2973
Color,Richard Curtis,274,123,628,171,Tom Hollander,565,15294553,2974
Color,Yimou Zhang,248,119,611,4,Andy Lau,755,11041228,2975
Color,Nicholas Jarecki,288,107,27,360,Curtiss Cook,664,7918283,2976
Color,Dean Israelite,177,106,16,265,Jonny Weston,452,22331028,2977
Color,Darnell Martin,81,109,67,192,Veronika Dash,436,8134217,2978
Color,Scott Alexander,29,81,25,654,Dave Chappelle,931,6982680,2979
Color,Stuart Gordon,58,95,216,968,Kurtwood Smith,1000,6739141,2980
Color,Christopher Guest,144,86,378,783,Catherine O'Hara,957,5542025,2981
 Black and White,Woody Allen,114,113,11000,99,Aleksa Palladino,537,5032496,2982
Color,Ryan Murphy,132,122,708,316,Joseph Cross,433,6754898,2983
Color,Robert Iscove,60,90,7,251,Kelly Clarkson,525,4922166,2984
Color,Spike Lee,30,108,0,599,Debi Mazar,873,4903000,2985
Color,Jane Campion,138,113,319,48,Nick Damici,1000,4717455,2986
Color,James Gray,190,110,115,103,Vinessa Shaw,812,3148482,2987
Color,Fred Schepisi,61,109,40,794,Ray Winstone,5000,2326407,2988
Color,Joon-ho Bong,363,110,584,74,Kang-ho Song,629,2201412,2989
Color,Roger Spottiswoode,2,100,55,212,Treat Williams,3000,,2990
Color,Antonia Bird,131,101,61,611,Jeffrey Jones,769,2060953,2991
Color,Jon Poll,146,97,20,442,Megan Park,21000,3950294,2992
Color,Paolo Sorrentino,280,172,667,70,Sabrina Ferilli,211,2835886,2993
Color,Peter Care,78,104,0,77,Michael Harding,1000,1779284,2994
Color,Chan-wook Park,469,99,0,520,Alden Ehrenreich,3000,1702277,2995
 Black and White,Kar-Wai Wong,194,129,0,576,Tony Chiu Wai Leung,878,261481,2996
Color,Ira Sachs,121,91,60,18,Erin Boyes,60,1506998,2997
Color,Carroll Ballard,38,100,19,393,Hope Davis,706,860002,2998
Color,Neil Jordan,123,111,277,289,Stephen Rea,845,548934,2999
Color,Takeshi Kitano,81,114,0,403,Tatyana Ali,865,447750,3000
Color,Anthony Russo,72,86,94,146,Isaiah Washington,693,333976,3001
Color,Sidney Lumet,25,107,0,745,Anne Bancroft,941,141853,3002
Color,Vadim Perelman,78,90,26,350,Lynn Cohen,797,303439,3003
Color,Lawrence Kasdan,57,103,759,820,Mark Duplass,967,793352,3004
Color,Marco Kreuzpaintner,69,120,7,289,Kate del Castillo,662,214202,3005
Color,Lajos Koltai,73,134,45,0,Péter Fancsikai,9,195888,3006
Color,Alan Rudolph,42,110,18,865,Albert Finney,13000,175370,3007
Color,Yimou Zhang,101,95,611,3,Ni Yan,9,190666,3008
Color,Vincenzo Natali,82,95,165,280,Jeremy Northam,686,,3009
 Black and White,Chuan Lu,149,132,14,3,Yuanyuan Gao,52,119922,3010
Color,Tim Johnson,165,94,12,183,Matt Jones,17000,177343675,3011
Color,Lijun Sun,5,89,0,188,Tom Arnold,970,,3012
Color,Takashi Yamazaki,44,138,7,16,Meisa Kuroki,84,,3013
Color,Renny Harlin,74,113,212,18,Kenneth Cranham,567,17149,3014
Color,Christopher Smith,156,99,76,42,Michael Dorman,181,,3015
Color,Timothy Hines,1,111,0,247,Kelly LeBrock,1000,14616,3016
